,0
10729,1068860.2420961517
10730,3852.2980971054094
10731,848425.1881547846
10732,630618.2401470771
10733,759487.1256075486
10734,509863.3038166752
10735,948206.4435352079
10736,2812.501830002413
10737,500074.8723936097
10738,735066.5384712642
10739,5020.404723769624
10740,262223.2386301189
10741,3865.7506938287443
10742,451497.26879373257
10743,1236126.125852153
10744,599319.8250205588
10745,624010.0361334285
10746,541521.7233505293
10747,788915.256933012
10748,3257.23510008348
10749,622557.4529593759
10750,3791.40506016023
10751,885573.2114320771
10752,496292.5425208018
10753,447967.9408446609
10754,726343.0692018615
10755,4662.452638660732
10756,1061260.0517632952
10757,3977.2859551989786
10758,3242.1227623938466
10759,1162327.0188263978
10760,482823.80349681684
10761,711830.8134264563
10762,660916.0841871265
10763,532648.0106776782
10764,4548.505471041996
10765,515826.5623387441
10766,532648.7127802589
10767,3805.755341916683
10768,502859.06504237704
10769,822015.4517403365
10770,645711.9271586714
10771,494585.9942965803
10772,691941.9000231412
10773,2406.852518138747
10774,488513.1064110839
10775,508381.3471299491
10776,901353.7110453486
10777,613370.571838042
10778,2659.8605229849695
10779,932591.469268351
10780,709115.6940426631
10781,2885.760086640564
10782,4509.102580850792
10783,817627.199476869
10784,920585.159056252
10785,612814.3975063169
10786,725738.1809633351
10787,689856.8640808229
10788,673857.6658781782
10789,444182.8235040134
10790,581831.9297002597
10791,664642.0883859902
10792,599328.1068146084
10793,675103.295114983
10794,556957.7844388131
10795,934739.6201160817
10796,965588.7986731703
10797,883289.2674816172
10798,450760.9612317121
10799,839648.5484023254
10800,387198.7239295048
10801,667769.4731765278
10802,1881390.713574636
10803,4487.011670333015
10804,797230.990763994
10805,391355.0232214155
10806,1582482.878004278
10807,804682.206431101
10808,726589.4823732671
10809,959011.4922021264
10810,3441.543565559476
10811,608751.1165155739
10812,383752.2213749166
10813,531816.2069153814
10814,1095084.1864060995
10815,426101.57446033694
10816,707235.0307073441
10817,876184.4587559464
10818,1454270.749654253
10819,604520.374399925
10820,3499.914566257495
10821,385825.6990612603
10822,465614.18696059193
10823,614477.2348943589
10824,639328.0056672768
10825,3895.2672848487778
10826,900937.4991464444
10827,866035.6809972567
10828,681818.6161166361
10829,708854.1236264565
10830,991611.7178172284
10831,595050.3084277078
10832,579408.5934023862
10833,5791.968937816823
10834,3143.424176491498
10835,875960.3946995408
10836,308489.7955869629
10837,454134.4920179848
10838,450153.6816968478
10839,637780.9747443578
10840,823676.5120690815
10841,508192.0356941128
10842,514060.39274715935
10843,736159.6742217328
10844,3436.877891107451
10845,495656.34791145095
10846,896539.2073497507
10847,658632.3068182216
10848,576800.7883305512
10849,638372.9760144617
10850,3647.367251501826
10851,1339433.015788488
10852,3131.815289062797
10853,705032.4453192131
10854,747013.1899098731
10855,523410.94985174265
10856,903888.9351399485
10857,771718.3156213878
10858,993409.4184377478
10859,3770.4542100549284
10860,575166.2812363483
10861,1231701.0161556124
10862,846694.0300504895
10863,535570.1897675063
10864,976353.8344216603
10865,498242.4039245559
10866,1577873.5506621867
10867,4202799.152506702
10868,913685.0056450093
10869,359819.91332698805
10870,2962.305020641539
10871,801794.2862930517
10872,489892.02426703396
10873,1235521.0858335306
10874,4335.128389834418
10875,619148.0170497628
10876,4348.237637309726
10877,397889.29312548647
10878,581830.2008533931
10879,1114774.9868012823
10880,594360.386295687
10881,855699.9717192691
10882,1262416.1272982259
10883,412743.66234648676
10884,558892.3454812282
10885,570323.9044416319
10886,416578.19672729756
10887,463955.3077255153
10888,696377.6248119165
10889,816463.777119927
10890,597430.4951542685
10891,371338.4466297896
10892,484448.6921649768
10893,535125.9260418456
10894,2554.173322904797
10895,1921994.9621151893
10896,472276.1513164924
10897,388000.40368451184
10898,1011058.8798209523
10899,672392.1156324588
10900,696712.0930880088
10901,1393976.2911035398
10902,3564.693803915494
10903,3241.5337218523878
10904,1183213.0542763912
10905,776013.4879415332
10906,3962.8359875080023
10907,936867.9348952757
10908,552610.702886306
10909,576849.4550534015
10910,466386.9555709924
10911,467065.08395301533
10912,4538.955866126778
10913,399374.87645315094
10914,534157.7624991696
10915,474866.99272282847
10916,547611.2382533684
10917,414726.17095653457
10918,787970.3762343113
10919,943756.385686413
10920,1135633.1129278229
10921,719888.8555287215
10922,305336.529380895
10923,640159.4123767467
10924,466429.3404638356
10925,3001.643773286875
10926,594743.391762871
10927,1105894.8159575914
10928,574954.108043151
10929,894720.9485631421
10930,739902.6577279364
10931,856853.3112659081
10932,1115504.0676696638
10933,548164.6289257186
10934,1249660.4483988108
10935,3111.872926372445
10936,629841.3519447636
10937,5940.617345383879
10938,795976.8893600794
10939,735130.0592437633
10940,2490874.420712778
10941,655628.6794702896
10942,586049.6128379485
10943,1799239.1169879
10944,757128.754954446
10945,789270.1657262356
10946,793827.3473796196
10947,1020426.479496905
10948,785266.9229440213
10949,1409404.4247754614
10950,350517.04310141224
10951,460597.0009829688
10952,745052.2953869099
10953,1224467.4209854251
10954,343071.6446293673
10955,1157635.3983153768
10956,568695.4077540283
10957,903581.1811806728
10958,4690.241928824232
10959,687350.4009544976
10960,533480.5899397429
10961,572898.8839086723
10962,707402.4840121147
10963,1558993.0007467896
10964,615087.6662212353
10965,1546303.9334570405
10966,406682.2243239899
10967,616395.3509465108
10968,1393270.7597174093
10969,619063.738064263
10970,3879.755873190596
10971,3995.0324758847205
10972,654344.5483317564
10973,812441.3073822702
10974,754214.0884909664
10975,1569062.6641701795
10976,803940.8472890873
10977,1065623.8482551398
10978,569432.9079006618
10979,1265131.7830349284
10980,782220.3329468736
10981,994836.7498593674
10982,2802.0640974467738
10983,733599.1620672814
10984,779873.2713235826
10985,427188.09302527853
10986,606476.8412932883
10987,426554.56087890716
10988,744930.129557276
10989,800799.8081634667
10990,708052.7690175468
10991,837145.4728089366
10992,1155256.769737933
10993,381768.506488085
10994,879419.736212575
10995,875561.6223304761
10996,2730.7594865004417
10997,786193.7015641857
10998,543290.6242859481
10999,3187.71203176354
11000,937126.324706999
11001,567827.6412984891
11002,1301683.6439473922
11003,3338941.4391648606
11004,302553.5027221811
11005,759279.543298571
11006,1518955.6897650082
11007,4524.033251456603
11008,3844.3182902665153
11009,976782.9512876134
11010,583340.0489559354
11011,852600.3896906166
11012,510173.29257813
11013,3796.769906902868
11014,659074.5964037048
11015,3035.9544121000254
11016,694957.7079582008
11017,740991.2499708614
11018,449620.34972242266
11019,540831.6307925014
11020,468240.406729813
11021,4103.609092229558
11022,1169930.6306214577
11023,582537.8109452557
11024,488579.7794913151
11025,4549.170985243644
11026,993776.0643044525
11027,844392.6162793156
11028,852431.3934591818
11029,508983.0539485298
11030,688329.3680106475
11031,1374005.1400713548
11032,960496.7963101821
11033,505513.9486994824
11034,986472.0511708582
11035,616952.5556090727
11036,973918.2546355213
11037,1408449.7731899703
11038,572048.4912545219
11039,3664.4816222155464
11040,1521078.9074647992
11041,4198.361140743682
11042,1848560.3618036786
11043,2532515.107171638
11044,442779.7003279953
11045,3429.1228244320214
11046,659449.833220999
11047,4184.051423261206
11048,853070.3346281094
11049,495745.48640709993
11050,617862.528395486
11051,382661.9963138469
11052,430673.89925046515
11053,3148.6842525126763
11054,3336.21533228159
11055,860644.2151738711
11056,281523.1283373795
11057,4242.440785994831
11058,1310664.6333575442
11059,454451.3053204939
11060,1519889.90870896
11061,352270.991429416
11062,771784.1086128579
11063,279284.9366724815
11064,507452.11697297095
11065,598785.9784200342
11066,1675246.7894626486
11067,640498.673313613
11068,489253.2342345407
11069,553899.5957063643
11070,773319.2893648689
11071,811264.5887066947
11072,2622.6678622500544
11073,6403.174535644175
11074,684902.3667519536
11075,826441.4750365269
11076,971653.391619664
11077,561408.0621014237
11078,432201.5021968161
11079,769634.0244062775
11080,920736.5638555544
11081,5759.377806096156
11082,1001803.1272837021
11083,1651838.9721570893
11084,673402.986847852
11085,817811.81662812
11086,960210.3558962772
11087,593873.1280476522
11088,3984.4747810854883
11089,1158342.9689168062
11090,867231.5769636752
11091,4755.210671019259
11092,670243.0695170432
11093,666546.8997235686
11094,541992.0537077723
11095,506847.02158275404
11096,524281.30365486443
11097,515391.5257819142
11098,569496.3675105243
11099,231626.80364296582
11100,624795.2803825942
11101,1888512.6927883883
11102,659876.6059309683
11103,3540.646887667403
11104,583106.4957334992
11105,3871.889222099818
11106,667838.4912225789
11107,728716.6492919932
11108,3605.0353777529594
11109,411688.42960265063
11110,855061.0531551744
11111,506581.96411992266
11112,967270.5350937125
11113,662123.0160636703
11114,1101568.4818744636
11115,792500.9249868108
11116,4208.410014848038
11117,994626.1914813692
11118,886195.0609484562
11119,546904.100139459
11120,1313884.9340594998
11121,443668.22046157863
11122,505009.8695140876
11123,807515.3114344833
11124,284648.5153982282
11125,650901.0234574863
11126,3120.372631435981
11127,416659.4118382618
11128,550019.5210277735
11129,900398.8334867699
11130,675021.2856376226
11131,488437.2849289036
11132,303559.4432436637
11133,518056.6046054084
11134,635512.7576035619
11135,788013.4958140906
11136,937768.1528272653
11137,3885.1164404773267
11138,388502.48782895174
11139,642605.196529698
11140,562189.865033487
11141,331254.34692333295
11142,498122.9864709857
11143,557671.2001203903
11144,844958.4742538673
11145,607280.3935723775
11146,5350.401261525659
11147,4577.449513684457
11148,794520.2322430859
11149,505055.1056441126
11150,1403806.4576106586
11151,329438.383543844
11152,1789013.6009712936
11153,545702.3502051622
11154,402338.8548718617
11155,791392.957230996
11156,705217.5346943759
11157,1148450.3937205614
11158,805072.0351281204
11159,776039.3984498619
11160,3547.026449771633
11161,445419.96943235147
11162,3199.0879235613197
11163,636327.364199011
11164,860747.9592949558
11165,513606.9633469774
11166,654115.1457868037
11167,523560.90443364345
11168,914898.0668326678
11169,683995.9316872652
11170,3312.719180480651
11171,729369.016767532
11172,506264.694011665
11173,1066805.518105673
11174,1631933.0524883454
11175,456624.41058109846
11176,731803.1712882392
11177,553212.1558623218
11178,756745.3732976693
11179,521324.08951535175
11180,533076.9574066418
11181,920775.4122155205
11182,688582.0976613511
11183,603392.8806371362
11184,4916.27278652306
11185,457387.238615965
11186,705836.2692072978
11187,482152.6376661998
11188,5836.091914337555
11189,788260.9646333996
11190,4458.530392797551
11191,540753.560842737
11192,1171842.7458665918
11193,2920.0291511899054
11194,386950.23371898296
11195,498958.41634939687
11196,623132.775482803
11197,713707.8236295838
11198,591386.6123165479
11199,547524.4499840407
11200,749642.5642772118
11201,3250.72866165799
11202,3189.195172866981
11203,731800.8941337884
11204,1975068.3766689014
11205,766545.8254216643
11206,554390.1664359769
11207,659237.138489584
11208,605490.3277331538
11209,725217.7495701873
11210,512353.9974564016
11211,653717.0564108148
11212,726631.600951625
11213,744675.2276045881
11214,421351.9137097112
11215,870874.2539264412
11216,3020.8582761927973
11217,253817.0763048248
11218,699653.8060405356
11219,737724.8753548648
11220,295131.57818857743
11221,966904.5053349131
11222,515570.34865115426
11223,952418.4931796334
11224,443567.47981483705
11225,2794.791098063835
11226,709396.7904042839
11227,5784.327314638074
11228,578583.0620889248
11229,494541.53962621576
11230,721791.175945512
11231,554607.4182392592
11232,1024061.7610288482
11233,927136.0257031098
11234,1010783.6471856693
11235,1149402.2908470256
11236,845579.741650293
11237,3356.000263303887
11238,1273883.8147987525
11239,573068.5532558588
11240,861054.6688354114
11241,674131.5761733769
11242,668599.1667388942
11243,514266.93712536176
11244,787291.9434029361
11245,530908.595492126
11246,3285.751303307557
11247,645830.8216945626
11248,4356.2388997156295
11249,4818.216574488312
11250,389332.9436627633
11251,1433803.002873379
11252,537123.1230160969
11253,1165445.2485120434
11254,862797.5619832315
11255,936717.5850157463
11256,720937.2654488961
11257,749497.5379352993
11258,360815.9322066805
11259,3298.515072004404
11260,526489.5875518401
11261,426778.10378543456
11262,307393.5627480667
11263,606383.9019000516
11264,957977.3909574411
11265,452267.7639510963
11266,625716.6334125184
11267,520336.2588270628
11268,758511.6503330256
11269,719563.2390530653
11270,3823.1702407467915
11271,3980.8030012939744
11272,4732.407556305589
11273,538813.0933943935
11274,656741.5308019542
11275,502712.3271503798
11276,532612.6412879855
11277,468618.9454667423
11278,575612.8914844553
11279,491160.5870965997
11280,418276.4236593765
11281,620516.9916794697
11282,586326.6749550696
11283,725306.8777885669
11284,605673.3191293334
11285,383111.30467619764
11286,714079.8852714845
11287,691679.4032222199
11288,717493.1292155329
11289,1318230.0039901526
11290,423436.6922532211
11291,584012.32764347
11292,1247143.4310627314
11293,363024.32901120844
11294,614554.6330756532
11295,412454.16918953945
11296,618091.8732551471
11297,636093.1747201878
11298,354043.73915452574
11299,851645.4793274632
11300,900729.0348755145
11301,799856.1906112279
11302,791452.9691801356
11303,539399.6208374236
11304,545352.5859517541
11305,390315.8922078958
11306,2414.060016750804
11307,641992.5129622428
11308,3270.5485084598345
11309,4005.3818824805476
11310,766059.7968993973
11311,898939.7626063008
11312,520986.99603519397
11313,1079048.9523283816
11314,1177975.698531709
11315,990094.7558954194
11316,252896.32932968202
11317,4600.822389179654
11318,1210147.372587948
11319,965444.3047453879
11320,535457.8794472427
11321,1634027.1627921506
11322,4993.33182396654
11323,647499.5880109716
11324,774184.5343083084
11325,656821.3755813646
11326,632251.1732594048
11327,581981.9419506077
11328,3129.96538723032
11329,3797.8093911257492
11330,644137.2830123908
11331,2820.801883205671
11332,3600.050564087543
11333,661260.1846006578
11334,648061.9989483482
11335,3414.7316705268036
11336,3606.430534988052
11337,3067.2566830689434
11338,647569.5989026037
11339,1575863.4403035073
11340,760380.827804015
11341,582452.1705664329
11342,788048.9547946015
11343,1001606.5649233159
11344,822792.3640319067
11345,980259.969481148
11346,663069.514203387
11347,796925.0238538157
11348,816802.9671393981
11349,1069490.084098709
11350,476692.688503355
11351,3845.98285470173
11352,5156.278260962902
11353,422331.08990474587
11354,486968.0947431988
11355,4884.060526501558
11356,635394.564696574
11357,3320.2300003042637
11358,364133.91077310994
11359,859775.6815234922
11360,2808248.7831476894
11361,1020220.3201889959
11362,437427.26471483306
11363,423945.6452132694
11364,3566.1734583856464
11365,565330.3165201249
11366,3223.050573684019
11367,356803.8984268761
11368,3385.7559667879214
11369,798258.6235693651
11370,2986.653231599543
11371,399184.4165159135
11372,1047225.077115927
11373,451360.22052421205
11374,810076.7077266615
11375,530397.7583587501
11376,1242556.4984909275
11377,621665.6957454503
11378,608660.3683081126
11379,1497293.4214242587
11380,728061.6423266361
11381,464626.7135751828
11382,3230.7815091806465
11383,652710.8002069936
11384,5754.544834490295
11385,638231.6282100689
11386,2848.6339466561294
11387,703530.3896546286
11388,817114.5121909695
11389,511786.8792337047
11390,848988.8738677469
11391,431970.7530735312
11392,493867.4757873795
11393,566174.5404159167
11394,473121.73503732873
11395,617091.0380010136
11396,454374.4080528118
11397,3923.697069705778
11398,507152.1285531241
11399,804588.8335077489
11400,4173.121764042481
11401,548962.9499822696
11402,1278141.911400657
11403,360534.42999832256
11404,593967.0961417521
11405,435128.76311657956
11406,646182.831618671
11407,327118.08261924406
11408,318864.77692749066
11409,3362.3483248676093
11410,456937.43500410346
11411,538416.25115338
11412,1911071.4249732224
11413,603847.5855771658
11414,871301.771917411
11415,2559.6302756106015
11416,1198562.892171351
11417,305443.92111901625
11418,529950.6515431738
11419,1192514.3442825654
11420,616164.4177464934
11421,876443.784934813
11422,560414.0026631333
11423,4031.761025783606
11424,999434.9874963965
11425,364192.78546185116
11426,598277.2886603362
11427,373633.59010611515
11428,182437.11486383734
11429,619745.0598838931
11430,3638.5637079497214
11431,715093.3135537496
11432,3275.6556651193064
11433,439741.04339174763
11434,3289.571940243415
11435,1138009.1171763882
11436,494690.0481453983
11437,1298128.2059111327
11438,775943.2691260081
11439,671982.1753644441
11440,455678.42136578466
11441,725316.4402508326
11442,691337.5136320937
11443,1099098.5704512491
11444,807932.2851407971
11445,452623.83662460925
11446,922215.1558912355
11447,4386.22287035274
11448,777480.3878027204
11449,1640885.0114245294
11450,943535.2831421267
11451,6990.768749054208
11452,724967.0888341105
11453,420209.0972676528
11454,705236.9228208837
11455,1456881.721661225
11456,681169.781452994
11457,644161.9127026211
11458,4263.629268040714
11459,1216995.9919738886
11460,1268662.8080600172
11461,805819.4709354945
11462,574196.4233732616
11463,722153.4039545109
11464,1117396.950548244
11465,670163.8876686402
11466,581511.9781407194
11467,696806.7261021669
11468,1348464.936552863
11469,644790.6652708248
11470,464570.77950840973
11471,873888.0583132515
11472,3243.902470250719
11473,2753.044183426296
11474,671526.6511736382
11475,485370.68182890187
11476,348072.1885255808
11477,711730.5096502224
11478,506442.2528547078
11479,642170.5330506442
11480,583590.7545399148
11481,808478.7220975588
11482,403007.7502783273
11483,514809.83960108086
11484,756635.1141025928
11485,697811.4905836527
11486,468329.32108556264
11487,4157.063661913151
11488,359574.50790909136
11489,343458.5523360217
11490,3298.7258378319057
11491,4702.074456353753
11492,581989.0656028851
11493,445916.6756175461
11494,5158.807396082929
11495,334377.35677015915
11496,604521.7971844864
11497,543992.7773314602
11498,846289.4239131138
11499,577786.1661525583
11500,555583.8288418722
11501,469414.01217303827
11502,615748.4378361707
11503,540337.2631111689
11504,894447.3166581026
11505,4191.972943735352
11506,433767.1310981999
11507,582885.7804614074
11508,1091436.3397959075
11509,975866.1973183347
11510,448914.52869169693
11511,1134053.0589807068
11512,449901.4584687953
11513,1950440.5245531483
11514,552212.1095575133
11515,501938.3899851169
11516,807107.2485295809
11517,447461.01642678794
11518,507056.0449992924
11519,400344.7556806537
11520,506527.8476805423
11521,3145.4926634944745
11522,3598.8606372850754
11523,3106.598108955612
11524,331312.708990115
11525,889691.0449278434
11526,931140.8868900496
11527,431224.3280017722
11528,3601.2617184838437
11529,5040.68571299699
11530,1038045.8673287961
11531,739310.850607565
11532,3388.4156627540324
11533,958631.1304913801
11534,560479.7946246807
11535,587143.6900824796
11536,3672.59148379905
11537,428948.89282676205
11538,828464.5755521347
11539,725390.193790448
11540,4465.551435865888
11541,3526.3915249020442
11542,464403.87038041494
11543,661162.4094865184
11544,829035.65048286
11545,365448.02673266927
11546,331484.5284786058
11547,395652.55615343206
11548,532972.0165524705
11549,2082741.6160770894
11550,726552.92784428
11551,681278.5108293756
11552,630483.9992162556
11553,409954.17150343186
11554,586415.433142271
11555,4015.133280112206
11556,621217.2646053716
11557,577150.4363165381
11558,317340.56345396064
11559,989653.8330156143
11560,493020.47178536933
11561,322296.4140310861
11562,794817.6035529249
11563,833067.3106251081
11564,398944.7731949074
11565,844646.1948540951
11566,835759.9849202767
11567,480817.4208283858
11568,391664.1101605431
11569,662568.4932908135
11570,319700.54149418045
11571,980237.9323816336
11572,606998.5424438085
11573,655704.5152817296
11574,520789.7776409897
11575,522290.04462043004
11576,682040.7506202046
11577,392903.0923472236
11578,773299.3943531654
11579,1253374.4098192449
11580,4721.099139574686
11581,975901.6614760432
11582,612902.3426404111
11583,3561.936179762392
11584,1596096.155699434
11585,1108547.9222432254
11586,775185.6293676044
11587,635860.8085913815
11588,606401.1173055513
11589,830329.8361016513
11590,359032.7298903168
11591,341932.3405259178
11592,663865.9178151224
11593,428205.3857631916
11594,731420.0501355175
11595,765029.418622639
11596,972430.4902068417
11597,806173.7986971784
11598,3552.1030237276996
11599,609432.4472296678
11600,610890.5166161408
11601,901144.2920003491
11602,678821.7004227244
11603,3134.549224351374
11604,952168.0118866436
11605,4717.814561494164
11606,593848.6090995223
11607,3435.4222224874343
11608,2711.6358862511074
11609,505029.44116608315
11610,508558.88465049793
11611,1051718.6974014225
11612,3832.042723702713
11613,624682.0852623954
11614,786893.2874667686
11615,2280.191823927903
11616,1362812.7687382868
11617,556846.7057598036
11618,640774.779982079
11619,777538.4417951052
11620,464561.9248237081
11621,1014887.1657865931
11622,1520183.8659484105
11623,380383.2877035079
11624,4680.909773678671
11625,525604.8552577366
11626,1634621.7688763586
11627,343313.14239409484
11628,828303.3520946844
11629,325672.85316883534
11630,861394.998064773
11631,715486.6515162768
11632,718597.123687735
11633,777239.9531706972
11634,880743.4746289252
11635,3476.9994836790756
11636,3638.8388900807054
11637,696119.4997311792
11638,443330.3416759935
11639,4474.510451709068
11640,2562.0737743531936
11641,623369.2274169732
11642,3111.4354921841878
11643,605302.4985647856
11644,1506465.777934678
11645,5149.379768891986
11646,374384.3926939753
11647,430809.73045040556
11648,422803.4378714171
11649,842267.3360796395
11650,1683703.3955001452
11651,955479.5227045817
11652,834355.09169283
11653,3758.199255598492
11654,3628.2448335991976
11655,1284013.921389959
11656,3632.7501443881115
11657,600460.8363315096
11658,1137797.2565878564
11659,507165.4520587145
11660,532129.4760168897
11661,2957.7268071689646
11662,340908.4856892192
11663,3778.49605878888
11664,312150.3725656729
11665,586313.2605005511
11666,308031.2234549032
11667,426216.62384723354
11668,1055644.9932844085
11669,2892.309268724616
11670,3269.329852880425
11671,406237.64951261197
11672,716876.4933285895
11673,525595.021931161
11674,602226.0187011893
11675,855586.5646011351
11676,869740.8653259953
11677,383234.43281558837
11678,3568.244137189083
11679,631807.4153619856
11680,619735.3949339376
11681,4583.301553270915
11682,774000.4574014819
11683,4440.086969800169
11684,737920.1152479477
11685,737530.8614064272
11686,580177.2383292961
11687,466103.29585071205
11688,326509.41587830737
11689,469485.33550702385
11690,573174.5307736738
11691,715781.8430803143
11692,651936.7273041168
11693,3219.625094608066
11694,597257.3235774501
11695,1046233.5397796355
11696,912396.403371966
11697,4481.880422888521
11698,670612.5786118634
11699,708555.3341937847
11700,2967.0668216376566
11701,531173.8313993831
11702,1016695.4002670421
11703,3906.4755035135117
11704,2864.6512338821
11705,998419.0499529946
11706,988676.2475169599
11707,447302.20029071346
11708,652336.621449843
11709,1666782.155136436
11710,2903.6787139050853
11711,348729.5806785146
11712,615179.1624928068
11713,899838.291508412
11714,975779.1447122521
11715,531340.0675661421
11716,4020.7046272147527
11717,766367.6903420506
11718,456874.10313434247
11719,4298.228871719352
11720,487642.603191622
11721,388360.00711035705
11722,483186.83992117905
11723,3855.703380330268
11724,790312.0718321614
11725,664272.012816133
11726,444620.6017162018
11727,1186484.4001298838
11728,3521.2611995518128
11729,3074.01541912371
11730,579173.3891266446
11731,859237.5147328329
11732,451980.16074220167
11733,704872.488682977
11734,2983.6199198472473
11735,650316.5441198669
11736,791119.9032625905
11737,454210.00002180296
11738,1230343.9068718099
11739,367522.6034577367
11740,3479.960931892969
11741,720555.0865339022
11742,897952.0584912724
11743,354276.67471189937
11744,3569.7203351637036
11745,3667.738309061811
11746,710094.2605244438
11747,812882.2074895868
11748,777390.2924418501
11749,734394.2612104657
11750,819823.9062376516
11751,2352.342060591618
11752,2928.5193819006013
11753,848336.9214652125
11754,292701.0711037235
11755,3463.493198611785
11756,4750.153403772045
11757,527538.4837249806
11758,724825.278590477
11759,4397.027616387361
11760,510208.6558388816
11761,823361.7787173233
11762,367493.52047848416
11763,743919.8177577187
11764,606717.4581618485
11765,351912.4610234496
11766,650860.9934659364
11767,4285.698164046858
11768,545821.4560265086
11769,882275.0674149991
11770,860984.0254696864
11771,4400.396063219562
11772,559056.0252423978
11773,1745193.8060141464
11774,1109163.6961313183
11775,642291.5526007521
11776,3236.8316317243152
11777,956505.2205826802
11778,4091.8745279176933
11779,556634.5511700615
11780,719527.3310847188
11781,1921028.5870260485
11782,1235586.876534885
11783,801524.0692281442
11784,1043421.0718790485
11785,766773.2462187898
11786,242564.29980254234
11787,624651.6323133876
11788,526045.675264282
11789,396974.7654598172
11790,473529.4917321834
11791,478709.9088989052
11792,3200.882703414334
11793,3449.1420332665166
11794,577759.6073844379
11795,399528.69669137546
11796,3847.2760685039843
11797,161665.08841875914
11798,806491.7337612739
11799,409252.88912448613
11800,750258.4400777076
11801,4676.598528401837
11802,4178.543499054666
11803,3558.470935202254
11804,411808.7983349531
11805,932992.6551507795
11806,572375.2850831678
11807,464655.9518866771
11808,1253777.1401902614
11809,464860.9433585815
11810,2884.1495980426084
11811,402362.08591853845
11812,899800.136866792
11813,1416561.473097537
11814,884464.599136362
11815,743997.0291816938
11816,317640.37530326325
11817,848650.6919520162
11818,653679.2720635394
11819,1548501.7300255822
11820,1129457.0360498158
11821,600991.9917454646
11822,449189.8140796975
11823,687116.4540680973
11824,339082.4067188809
11825,604746.7188551083
11826,3182.105286934584
11827,412249.5549181321
11828,501638.765649939
11829,858624.5911210044
11830,564563.918767556
11831,4120.249307281249
11832,853364.7910299524
11833,878438.499873797
11834,1230831.3284037954
11835,373072.5474869472
11836,587804.027556182
11837,3203.045752888138
11838,737161.7911420516
11839,798121.6303435705
11840,1033670.7673152294
11841,1535564.4566331415
11842,652649.6044490603
11843,559504.9295450418
11844,5146.866510438574
11845,2464654.0299276547
11846,227861.35402823254
11847,1132952.4651231752
11848,889481.5404306096
11849,3489.1671314915134
11850,1128687.9153348173
11851,770626.5632958395
11852,468243.968882929
11853,470599.70279652154
11854,3324.858777627147
11855,654404.4007584968
11856,403578.8419224676
11857,592307.6760557649
11858,4610.510650416013
11859,315643.82467287884
11860,702902.5437223181
11861,873571.2834927127
11862,538869.0192629854
11863,817309.4825698618
11864,872551.912416156
11865,4149.656671310565
11866,982712.7444073326
11867,925220.5222830462
11868,1118086.859825326
11869,486462.6424074706
11870,877957.3023062682
11871,520218.41434738756
11872,767373.513764124
11873,396620.4357970076
11874,286521.22096255503
11875,3349.473684323036
11876,545073.5812173056
11877,624315.4135013522
11878,1421565.8540964527
11879,441425.23387219245
11880,985874.556999384
11881,1062636.5148100553
11882,3262.0768197346283
11883,1315108.5521792173
11884,310502.0526020027
11885,3933.996909081396
11886,654796.118773297
11887,664264.2457714733
11888,496550.63943476934
11889,624179.3174104509
11890,177983.95221792275
11891,2261056.8997871294
11892,3586.676348411575
11893,3687.9400718107004
11894,847216.3742844282
11895,819163.3657547556
11896,716801.0151684323
11897,1957075.3756985783
11898,541940.8512161582
11899,4214.529761517855
11900,833078.8347803182
11901,1069185.282376912
11902,735709.011417553
11903,579571.0325044476
11904,817333.5305779184
11905,459385.9062885849
11906,983477.3409986134
11907,372163.7013743906
11908,576291.4943790076
11909,3428.56281851227
11910,746937.7460453982
11911,1436595.1524922808
11912,692135.3727328246
11913,3846.9624478901155
11914,757933.8236046759
11915,504791.08753276226
11916,2737.622910331194
11917,509664.2628477717
11918,942107.3094782233
11919,698208.0783635117
11920,591217.8289088806
11921,553778.4485191625
11922,552307.4038111217
11923,1393094.6537864546
11924,476235.1331853671
11925,701908.5095743028
11926,938428.4228922148
11927,828289.9810837588
11928,605953.4136198062
11929,567350.0078947679
11930,376781.00220664754
11931,492779.7692649585
11932,4212.508362760476
11933,2720.9257408876088
11934,662082.1156689888
11935,723094.3167788093
11936,472098.99265588
11937,493118.7178973483
11938,742697.182314898
11939,365228.80053466704
11940,1598307.8762270724
11941,939960.9985275682
11942,938395.8287522708
11943,779777.5043609043
11944,1290794.18339832
11945,5689.8375277359155
11946,1272556.4036509427
11947,565250.8687783718
11948,770944.0309932976
11949,4400.345330012892
11950,758218.2189300902
11951,983327.1343632423
11952,2784.896171489863
11953,493283.4041272425
11954,900453.1208267878
11955,3780.6141465580636
11956,696083.0527711863
11957,776859.7862950643
11958,1050781.1770552772
11959,3983.511479748657
11960,3671.1150460054014
11961,983885.4408338061
11962,1591878.5321830336
11963,969736.8166450812
11964,290492.4518168898
11965,4533.523932066432
11966,4501.417541403525
11967,529067.5124046021
11968,497901.2145396373
11969,647432.15820012
11970,648658.9119397268
11971,4679.973484728579
11972,739831.7038937417
11973,1275059.5113349082
11974,4024.484688811528
11975,932244.7445471957
11976,768433.3487788154
11977,3016.206891296944
11978,571999.3070564917
11979,817970.0117783275
11980,508666.8615613712
11981,698558.8295198281
11982,767973.9089089461
11983,523912.5230467432
11984,541507.6135117946
11985,4272.984587575817
11986,833061.5321439119
11987,529041.8852747536
11988,435809.640118707
11989,3702.895073225481
11990,433767.18855535664
11991,946356.1589300787
